Санкт-Петербург, Россия;г. Санкт-Петербург, ул. Карбышева, 9, лит.А;Карбышева (Карусель);Круглосуточно;+7 (812) 336-85-10 доб. 18-662;Карусель;
Санкт-Петербург, Россия;ул. Коллонтай, 3А ТЦ Лондон Молл;Коллонтай (Карусель);Круглосуточно;+7 (812) 448-42-57;Карусель;
Санкт-Петербург, Россия;ул. Кузнецовская, д. 31;Кузнецовский (Карусель);круглосуточно;+7 (812) 448-67-35;Карусель;
Санкт-Петербург, Россия;ул. Партизана Германа, д. 47;Партизана Германа (Карусель);круглосуточно;+7 (812) 448-40-60;Карусель;
Санкт-Петербург, Россия;ул. Савушкина, д. 116;Савушкин (Карусель);круглосуточно;+7 (812) 448-63-10;Карусель;
Санкт-Петербург, Россия;пр-т Большевиков, д. 32, к. 1, лит. А;Большевиков (Карусель);круглосуточно;+7 (812) 449-81-20;Карусель;
Санкт-Петербург, Россия;Коломяжский пр-т, 17А ТЦ Сити Молл;Коломяжский (Карусель);Круглосуточно;+7 (812) 448-44-32;Карусель;
Санкт-Петербург, Россия;ул. Руставели, 43А;Руставели (Карусель);Круглосуточно;+7 (812) 363-27-00 доб. 300;Карусель;
Ленинградская область, Россия;Л.О., г. Сосновый Бор, ул. Красных Фортов, д. 26;Красных Фортов (Карусель);Круглосуточно;+7 (813) 692-87-06;Карусель;
Санкт-Петербург, Россия;Индустриальный пр-т, д. 24 ТЦ Июнь;Июнь (Карусель);10:00-22:00;+7 (812) 448-78-90;Карусель;
микрорайон Соцгород-I, Нижний Новгород, Россия;г. Нижний Новгород, ул. Плотникова, 3А;Плотникова (Карусель);8:00-22:00;+7 (831) 281-02-94;Карусель;
Нижний Новгород, Россия;Московское ш., д. 122;Красный якорь (Карусель);8:00-22:00;+7 (831) 220-13-20;Карусель;
Нижний Новгород, Россия;Московское ш., д. 296 А;Канавинский (Карусель);8:00-22:00;"+7 (831) 296-95-34 доб. 106; 199";Карусель;
Нижний Новгород, Россия;Комсомольская пл., д. 2;Комсомольская площадь (Карусель);8:00-22:00;+7 (831) 281-02-94 доб. 235;Карусель;
Чебоксары, Чувашская Республика, Россия;ул. Карла Маркса, д. 52/1;Чебоксары (Карусель);8:00-22:00;+7 (8352) 24-03-03;Карусель;
Чебоксары, Чувашская Республика, Россия;пр-т И. Я. Яковлева, д. 4б;Чебоксары (Карусель);8:00-22:00;+7 (8352) 36-80-01;Карусель;
Дзержинск, Нижегородская область, Россия;Н.О., г. Дзержинск, пр-т Циолковского, д. 61;Дзержинск (Карусель);8:00-22:00;+7 (8313) 33-80-02 доб. 199;Карусель;
Киров, Россия;г. Киров, ул. Горького, 5А ТЦ Джем молл;Герцена (Карусель);9:00-22:00;+7 (8332) 29-53-00 доб. 209;Карусель;
Казань, Республика Татарстан, Россия;ул. Ямашева, д. 93 ТЦ Савиново;Савиново (Карусель);9:00-24:00;+7 (843) 204-21-31 доб. 50-049;Карусель;
Казань, Республика Татарстан, Россия;ул. Ибрагимова, д. 56 ТРК Тандем;Тандем (Карусель);9:00-24:00;+7 (843) 204-58-86 доб. 50-148;Карусель;
Казань, Республика Татарстан, Россия;ул. Юлиуса Фучика, д. 90 ТРЦ Франт;Фучика (Карусель);9:00-24:00;+7 (843) 204-58-85 доб. 225;Карусель;
Набережные Челны, Республика Татарстан, Россия;пр-т Сююмбике, д. 2/19 ТЦ Омега;Омега (Карусель);9:00-23:00;+7 (8552) 53-43-02 доб. 148;Карусель;
Уфа, Республика Башкортостан, Россия;пр-т Октября, д. 34;Семья (Карусель);9:00-24:00;+7 (347) 293-62-35 доб. 199;Карусель;
Саратов, Россия;г. Саратов,	Ново-Астраханское ш., 80 ТРЦ Сити Молл;Новоастрахановское (Карусель);9:00-24:00;+7(495) 662-88-88	доб. 48-974;Карусель;
Самара, Россия;Московское ш., д. 81А ТЦ Парк Хаус;Парк Хаус (Карусель);9:00-24:00;+7 (846) 379-20-80 доб. 46-167;Карусель;
Самара, Россия;ул. Ново-Садовая, д. 160М ТЦ Мега Сити;Мега Сити (Карусель);9:00-24:00;+7 (846) 379-20-80 доб. 46-237;Карусель;
Тамбов, Россия;г. Тамбов ул. Мичуринская, 211 ∕ ул. Чичерина, 27	ТЦ Браво-Сити;Тамбов, ул. Чичерина/Мичуринская (Карусель);8:00-23:00;"+7 (4752) 58-20-38 доб. 208; 207";Карусель;
Самара, Россия;пр-т Кирова, д. 147 ТЦ Вива Ленд;Рубин (Карусель);9:00-24:00;+7 (846) 379-20-80 доб. 46-127;Карусель;
Самара, Россия;Московское ш., д. 185А ТЦ Самолет;Самолет (Ипподром) (Карусель);9:00-24:00;+7 (846) 379-20-80 доб. 36-708;Карусель;
Тверь, Россия;г. Тверь, ул. Коминтерна, 20, стр.1;Тверь (Карусель);Круглосуточно;+7 (4822) 79-08-01 доб. 103;Карусель;
Тюмень, Россия;г. Тюмень, ул. Максима Горького, 70 ТРЦ Гудвин;ТРЦ Гудвин (Карусель);9:00-24:00;+7 (3452) 79-06-07 доб. 142;Карусель;
микрорайон Пионерский, Кировский район, Екатеринбург, Свердловская область, Россия;ул. Сулимова, д. 50 TРК Парк Хаус;Сулимова (Карусель);9:00-23:00;+7 (343) 298-22-18 доб. 206;Карусель;
Екатеринбург, Свердловская область, Россия;ул. Малышева, д. 5 ТЦ Алатырь;7 Небо (Карусель);9:00-24:00;+7 (343) 253-78-85 доб. 205;Карусель;
Екатеринбург, Свердловская область, Россия;Дублер Сибирского тракта, д. 2 ТРЦ Комсомолл;Дублер Сибирского тракта (Карусель);10:00-23:00;+7 (343) 317-05-51 доб. 225;Карусель;
Воронеж, Россия;г. Воронеж, ул. Космонавтов, 27А;Космонавтов (Карусель);8:00-24:00;+7 (4732) 60-51-61 доб. 245;Карусель;
Липецк, Россия;ул. Катукова, д. 11;Катукова (Карусель);8:00-23.00;+7 (4742) 56-16-02 доб. 32-949;Карусель;
Липецк, Россия;ул. Гагарина, д. 100Б;Гагарина (Карусель);8:00-24:00;+7 (4742) 25-22-52 доб. 32-427;Карусель;
Воронеж, Россия;г. Воронеж, Ленинский пр-т, 174Р ТРЦ Максимир;МаксиМир (Карусель);9:00-24:00;+7 (4732) 33-02-44 доб. 199;Карусель;
Ярославль, Россия;Ленинградский пр-т, д. 123;Ярославль (Карусель);9:00-24:00;+7 (4852) 58-14-85;Карусель;
Волгоград, Россия;ул. им. Землячки, д. 110;Землячки (Карусель);9:00-23:00;+7 (8442) 26-90-40 доб. 71-140;Карусель;
микрорайон Семь Ветров, Волгоград, Россия;бульвар 30-ти Летия Победы, д. 21 ТЦ Парк Хаус;Волгоград-Сити (Карусель);9:00-24:00;+7 (8442) 26-55-89 доб. 299;Карусель;
Волгоград, Россия;пр-т Ленина, д. 54Б ТРК Европа Сити Молл;Сан-Сити (Карусель);9:00-23:00;+7 (8442) 26-06-50 доб. 319;Карусель;
Волжский, Волгоградская область, Россия;+7 (8443) 21-60-42;Волга-Молл (Карусель);7:00 — 24:00;+7 (8443) 216-032;Карусель;
Ижевск, Удмуртская Республика, Россия;г. Ижевск, ул. Автозаводская, д. 3А ТЦ Столица;Автозаводский (Карусель);9:00-22:00;+7 (3412) 91-69-17;Карусель;
Ижевск, Удмуртская Республика, Россия;г. Ижевск, ул. Холмогорова, д. 11 ТЦ Талисман;Талисман (Карусель);9:00-22:00;+7 (3412) 32-01-32;Карусель;
Старый Оскол, Белгородская область, Россия;Белгородская обл., г. Старый Оскол, мкр-н Дубрава-1, д. 23;Дубрава (Карусель);8:00-24:00;+7 (4725) 23-00-38 доб. 104;Карусель;
Белгород, Россия;ул. Щорса, д. 64 ТЦ Сити Молл Белгородский;Щорса (Карусель);8:00-24:00;+7 (4722) 24-88-68 доб. 199;Карусель;
Сочи, Краснодарский край, Россия;г. Сочи, ул. Транспортная, 28 ТРЦ Олимп;Сочи (Карусель);9:00-24:00;+7 (8622) 25-52-00;Карусель;
Уфа, Республика Башкортостан, Россия;г. Уфа, ул. Маршала Жукова, 12;Жукова (Карусель);9.00-23.00;+7 (347) 264-07-99 доб. 199;Карусель;
Московский административный округ, Рязань, Россия;Московское шоссе, д. 65А ТРЦ М5 Молл;Рязань (Карусель);9:00-24:00;+7 (4912) 42-72-94 доб. 107;Карусель;
Оренбург, Россия;г. Оренбург, ул. Новая, 4 ТРК Гулливер;Гулливер-2 (Карусель);9:00-23:00;+7 (495) 662-88-88 доб. 36-638;Карусель;
Кострома, Россия;г. Кострома, ул. Поселковая, 37 ТЦ Стометровка;Кострома (Карусель);9.00-21.30;+7 (4942) 49-61-89;Карусель;
Сызрань, Самарская область, Россия;г. Сызрань, ул. Интернациональная, 151А	ТЦ Автобус;Сызрань (Карусель);9:00-23:00;+7 (846) 379-20-80 доб. 46-623;Карусель;
Смоленск, Россия;г. Смоленск, ул. Новомосковская, 2/8 ТРЦ Галактика;г. Смоленск, ул. Новомосковская, 2/8 (Карусель);9:00-22:00;+7 (4812) 26-80-11 доб. 211;Карусель;
рабочий посёлок Новоивановское, Одинцовский район, Московская область, Россия;МО, Одинцовский р-он, пос. Новоивановское, ул. Западная, стр. 4;Одинцово (Карусель);Круглосуточно;+7 (495) 589-25-56 доб. 108;Карусель;
Мытищи, Московская область, Россия;МО, г. Мытищи, Шараповский пр. 2 ТРЦ Красный кит; (Карусель);9.00–23.00;+7 (495) 258-71-30 доб. 108;Карусель;
Пермь, Россия;г. Пермь, Шоссе Космонавтов , д.59; (Карусель);9:00–24:00;+7 (342) 206-14-99;Карусель;
Невинномысск, Ставропольский край, Россия;Ставропольский край, г. Невинномысск, ул. Баумана, 21Б;Невинномысск (Карусель);8:00-22:00;+7 (8652) 33-08-89 доб. 74-540;Карусель;
Нижневартовск, Ханты-Мансийский автономный округ, Россия;г. Нижневартовск, ул. Чапаева, 27;Нижневартовск (Карусель);9:00-23:00;+7 (495) 662-88-88 доб. 57-712;Карусель;
Москва, Россия;г. Москва, ул. Бартеневская, д.8;Бартеневская (Карусель);Круглосуточно;+7 (495) 775-05-68 доб. 66-132;Карусель;
городской округ Красногорск, Московская область, Россия;г. Москва, Новорижское ш. 26-й км.;Новорижское ш. (Карусель);08:00–24:00;+7 (495) 662-88-88 доб. 68-452;Карусель;
Тюмень, Россия;г. Тюмень, ул. Московский Тракт, 118 ТЦ Колумб; (Карусель);09:00–23:00;+7 (3452) 39-79-74 доб. 57-825;Карусель;
Великий Новгород, Новгородская область, Россия;г. Великий Новгород, ул. Ломоносова, д.29 ТРЦ Мармелад; (Карусель);08:00–23:00;+7 (816) 268-04-80 доб. 108;Карусель;
Нижневартовск, Ханты-Мансийский автономный округ, Россия;"г. Нижневартовск, ул. Кузоваткина, 17
ТЦ Европа-Сити";Кузоваткина (Карусель);9:00-23:00;+7 (495) 662-88-88 доб. 57-870;Карусель;
Западный административный округ, Москва, Россия;г. Москва, ул. Озерная, 50, стр.1;Озерная (Карусель);08:00-23:00;+7 (495) 145-75-75 доб. 66-289;Карусель;
село Федино, Воскресенский район, Московская область, Россия;"МО, г. Воскресенск, п. Федино, Ул. Фединская стр.1
ТЦ Воскресенский";Воскресенск (Карусель);08:00-23:00;+7 (495) 790-78-26 доб. 108;Карусель;
Миасс, Челябинская область, Россия;Миасс, пр-т Октября, 69А;Миасс (Карусель);09:00-22:00;+7 (3513) 25-00-39 доб. 108;Карусель;
Волжский, Волгоградская область, Россия;ул. Александрова, 18А ТРК Волга Молл;Волжский (Карусель);09:00-23:00;+7 (8443) 21-60-42 доб. 466;Карусель;
Оренбург, Россия;г. Оренбург, ул. Туркестанская, 149/2;Оренбург (Карусель);09:00-23:00;+7 (495) 662-88-88 доб. 46-409;Карусель;
Московский, Москва, Россия;г. Московский, ул. Хабарова, 2 ТРК Новомосковский;Новомосковский (Карусель);09:00-23:00;+7 (495) 662-88-88 доб. 65918;Карусель;
Выборг, Ленинградская область, Россия;г. Выборг, ул. Госпитальная, 1;Выборг (Карусель);Круглосуточно;;Карусель;
Жуковский, Московская область, Россия;г. Жуковский, ул. Гагарина, 60А ТЦ Самолет;Жуковский (Карусель);09:00-23:00;;Карусель;
