г. Коломна; ул.Гагарина,  7а,  к.1,  ТЦ «Парус»;"На электричке до ст. Голутвин, или на автобусе  Москва-Коломна до автовокзала Голутвин, перейти через дорогу, затем по правую руку двигаться через жилые дома, к Афганскому рынку, до ТЦ ""Серебряные паруса""."; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Ясенево,  ул. Голубинская,  28,  ТЦ «Фестивальный»;"Метро ""Ясенево"" первый вагон из центра. Подняться по лестнице повернуть направо ,идем прямо по переходу до конца. Поднимаемся по лестнице на улицу. Автобус ""769,781. Остановка ул. Голубинская д.31. ТЦ ""Перекресток"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Воскресенск; ул. Кагана,  17,  ТЦ Атриум;"Можно добраться на электричке  Голутвин, Шиферная или 88 км ехать до станции Воскресенск, затем подняться по мосту на право и ехать на маршрутке №13 или №8 до ТЦ ""Атриум"" ( в народе Атак)  или можно на автобусе. Выйти с конечной станции метро Выхино пройти на автовокзал, автобус №358 Воскресенск ехать до остановки ""Эльдорадо"", затем пешком мимо рынка или сквозь дворы до ул. Кагана до ТЦ ""Атриум""."; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Наро-Фоминск; ул. Ленина,  8,  ТЦ Серпантин;"Из Москвы: Киевский вокзал на электричке до станции Нара. С вокзала идет маршрутка №9 или № 1 , остановка ТЦ ""Серпантин"""; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Обнинск; пр-т Маркса,  45,  ТРК «Триумф Плаза»;"Из Москвы: Киевский вокзал на электричке до станции Обнинское. При выходе с электрички перейти на противоположную сторону. До магазина можно доехать на автобусе или маршрутном такси № 3 (до остановки ДОМ для ДОМА, перейти на сторону заправочной станции, к ТРК ТРИУМФ Плаза и на лифте спустится на - 1 этаж), либо на маршрутном такси № 4,14 (остановка Дом для Дома, либо ""32 квартал""- остановка расположена практически напротив ТРК ТРИУМФ Плазы)"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Тула; пр-т Ленина,  122,  ТЦ SPAR;"Городской транспорт: тролейбус № 1,2,4,5 трамвай 12, маршрутное такси 9, 18,17, 30, 114, 118, 1Т, 218, 38, 35 автобус 18, 25
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Пущино; пр-т Науки,  5;"Из Москвы: от станции метро ""Южная"", междугородним автобусом ""Москва-Пущино"". Выход в городе на остановке ""Рынок"". Далее переходим через дорогу и идем 5 минут пешком  до ТЦ ""Дикси"" Магазин ""Кораблик"" находится на 1-м этаже.
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Чехов; ул. Московская,  96,  ТРЦ «Карнавал»;"Из Москвы на электричке(Курское направление): до станции Чехов,(там же автовокзал) далее на любом автобусе до ТЦ ""Карнавал"". Из Москвы на автобусе (м.Южная): до ТЦ ""Карнавал"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Егорьевск; ул. Советская,  187,  ТЦ «ЦНА»;"С вокзала на автобусе или маршрутке до остановки Дворец Спорта, далее перейти проезжую часть и пройти в обратную сторону 300 метров до Торгового дома ""Цна""."; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Алтуфьево,  Алтуфьевское ш.,  72,  ТЦ Наш;Метро Алтуфьево последний вагон из центра, в переходе налево, при выходе на улицу направо. Далее примерно 6-10 мин. пешком прямо в сторону улицы Пришвина.; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Шипиловская,  ул. Мусы Джалиля,  6,  к.2,  ТЦ Петровский;"м. Борисово 1 вагон из центра 7 минут до магазина пешком м. Шипиловская 1 вагон из центра 5 минут пешком до магазина
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
п. Томилино; 1 км Егорьевского ш.,  3в,  ТЦ Арбатский;"От метро Выхино (выход сразу на улицу) на маршрутке 560, 346 до ост. ВУГИ ориентир ТДТ (Торговый дом Томилино), от Казанского вокзала до станции Коренево на маршрутке 35,77.
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
 г. Одинцово; ул. Маковского,  2а,  ТЦ Союзный;"Из Москвы: С Белорусского вокзала на электричке до станции Одинцово 1 вагон в область. Перейти по железнодорожному мосту, у платформы -  ТЦ ""Союзный"" 3 этаж.
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Луховицы; ул. Куйбышева,  71,  ТЦ Галерея;"Можно добраться любым автобусом или маршрутным такси по маршруту Вокзал-Набережная, Вокзал-Ларино, Вокзал ДОК до автобусной остановки ""Перекресток"""; Часы работы Ежедневно с 09:00 до 20:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Зеленоград; Савёлкинский пр-д,  8;"Из Москвы: Ленинградский вокзал на электричке до станции Крюково. При  выходе с электрички справа находятся  автобусные остановки. Проезд на автобусах №3, №2, №11 до остановки ""Парк Победы"". При выходе из автобуса по лестнице на верх и прямо."; Часы работы Ежедневно с 9:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Зеленоград; корпус 1550,  ТЦ ГРИН;"С М. Речного вокзала маршрутка №476 до остановки ""Районный суд"", далее 5 мин ходьбы пешком до ТЦ"" Грин"". От М. Тушинской автобус №460 до остановки ""Рынок""-рядом ТЦ ""Грин"". С М. Планерная автобус № 720 до остановки ""Проспект"", далее 5 мин ходьбы до ТЦ ""Грин""."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Пролетарская,  Симоновский вал,  12,  к.2,  ТЦ Седьмой континент;"м. Пролетарская последний вагон из центра. Выход по переходу на улицу, второй поворот на право. Остановка трамвай №40,43,12,20. Выходить на 3 остановке (Железнодорожный переезд). Перейти на другую сторону улицы. 1 этаж ""Седьмой континент"", 2 этаж ""Кораблик""."; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Рязань; Московское ш.,  21,  ТРЦ Премьер;; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;"м. Домодедовская,  г. Москва,  Ореховый бульвар,  д. 15,  ТЦ ""Галерея Водолей"" ";"м. Домодедовская, 1-ый вагон из центра, по переходу налево, выход на улицу направо, с левой стороны увидите ТЦ ""Галерея Водолей"""; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Россия; Московская область,  Люберецкий район,  посёлок городского типа Октябрьский,  улица Ленина,  39Б;Из Москвы: м. Выхино, последний вагон из центра, выход к автостанции, перейти на противоположную сторону дороги, далее доехать можно на маршрутном такси 144, остановка магазин Дикси. Из области: ст. Люберцы маршрутное такси 23,33, остановка Дикси; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Железнодорожный; ул. Советская,  5,  ТЦ Юнион 2-й этаж;"1)на электричке от Курского вокзала-остановка г. Железнодорожный мы находимся прям на станции. ТЦ Юнион
2) от метро Новогиреево маршрутка №142. до г. Железнодорожного мы находимся прям на станции. ТЦ Юнион
3) от метро Выхино маршрутка № 100 Железнодорожного мы находимся прям на станции. ТЦ Юнион
"; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Дмитров; ул. Профессиональная,  7,  ТЦ Дмитровский;"С Савеловского вокзала до станции г.Дмитров, далее автобусом 38,40,26,36 до остановки ул. Маркова (м-н Спар)
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Жуковский; ул. Гагарина,  67,  ТЦ Океан;"от Выхино, авт/маршрутка №424, от Кузьминок авт/маршрутка № 525 до ост. ТЦ ""Океан"". От казанского вокзала электричкой до станции Ильинская (первый вагон по ходу), выйти на право и пешком минут 15-20 по ул. Опаленной Юности до ТЦ ""Океан""."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Калуга; ул. Суворова,  113,  ТЦ Семейный;"Из Москвы: м. Юго-западное на автобусе, Киевский вокзал на электричке или на автобусе до станции Калуга 1. При выходе с электрички , до магазина можно доехать на  любом троллейбус, автобусе или маршрутном такси до остановки Концертный зал не переходя улицы , пройти вперед два перекрестка до ул. Суворова и повернуть направо, следовать до ТЦ Семейный. Или на маршрутном такси № 29, 31 до остановки ""Рынок"" (5-я от вокзала), пройти через сквер Медсестер до перекрестка Герцена-Суворова и повернуть направо до ТЦ Семейный."; Часы работы Ежедневно с 9:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
Москва;м. Тимирязевская,  ул. Яблочкова,  21а,  ТЦ Тимирязевский;От М. Тимирязевская первый вагон из центра. Выход из метро на ул. Яблочкова (2 раза направо). Проходим 50 метров, слева ТЦ Тимирязевский. Магазин Кораблик находится на 2 этаже; Часы работы Ежедневно с 10:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Протвино; ул. Ленина,  22,  ТЦ Самохвал;"Из Москвы: от станции метро ""Южная"", междугородним автобусом ""Москва-Протвино"". Выход в городе на остановке ""АТС"". Далее переходим через дорогу и идем 5 минут пешком  до ТЦ ""Самохвал"" Магазин ""Кораблик"" находится на 2-м этаже.
"; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Серпухов; ул. Ворошилова,  133а,  ТЦ Копейка;"Электричка с Курского вокзала до Станции Серпухов, далее любым автобусом по ул. Ворошилова до остановки ул. Горького. Пройти вперед 20 метров до торгового центра.
"; Часы работы Ежедневно с 09:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Троицк; ул. Городская,  вл. 6,  ТЦ Троицк;"Ст.м. ""Теплый Стан"", первый вагон из центра. По переходу  до любой  первой лестницы. Далее на автобусе или маршрутном такси N433 или N522 до остановки ""Фабричная"". От остановки вернуться на 150м назад до ТЦ ""Троицк"" (м-н ""Перекресток"")."; Часы работы Ежедневно с 10:00 до 22:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Малоярославец; ул. Калужская,  31;"Из Москвы: Киевский вокзал на электричке до станции Малоярославец. При выходе из электрички пройти прямо до автобусной остановки,до  магазина можно доехать на автобусе или маршрутном такси № 1,3,2,4 остановка ТЦ ""Пятерочка""
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Клин; ул. Станционная, д. 10,  ТЦ Пайщик;"Из Москвы:1)Ленинградский вокзал-станция Клин на электричке,2)станция-метро Речной вокзал-станция Клин на 437 автобусе. Триста метров на лево от вокзала Т.Ц. Пайщик, 2 этаж.
"; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
г. Подольск; Вокзальная пл.,  8,  ТЦ Вокзальный;"Электричкой: до станции ""Подольск"", со станции на право 50м ТЦ Вокзальный 3 этаж. По городу любой вид транспорта, который доходит до ж/д станции ""Подольск""."; Часы работы Ежедневно с 09:00 до 21:00 ; 8(495)663-03-43 , 8(800)775-03-43 ;Кораблик
