Город;Адрес;Комментарий;График работы;Телефон;Магазин;Формат
Санкт-Петербург;Бухарестская ул., д. 69;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Вербная ул., д. 21а;С.-Петербург, ул. Вербная, д. 21а;"Режим работы


  
    myListFunctionAfterLoad['updatePageName']=function(){
        $('#pageTitleName').html('Вербная ул., д. 21а');";;Лента;Гипермаркет
Санкт-Петербург;Выборгское ш., д. 11;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Выборгское ш., д. 216, кор. 1 (Парголово);С.-Петербург, пос. Парголово, Выборгское ш., д. 216, кор. 1;;;Лента;Гипермаркет
Санкт-Петербург;Гостилицкое ш., д. 58, лит. А (Петергоф);С.-Петербург, г. Петергоф, Гостилицкое ш., д. 58, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Дальневосточный пр., д. 16, кор. 1;С.-Петербург, Дальневосточный пр., д. 16, кор. 1;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Дорога Жизни ш., д. 6 (Всеволожск);ЛО, г. Всеволожск, ш. Дорога Жизни, д. 6;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Дорога Жизни ш., д. 12 (Всеволожск);ЛО, г. Всеволожск, ш. Дорога Жизни, д. 12;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Крикковское ш., стр. 69 (Кингисепп);ЛО, г. Кингисепп, Крикковское ш., стр. 69;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Лиговский пр., д. 283 А;С.-Петербург, Лиговский пр., д. 283 А;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Московское ш., д. 16a (Шушары);196626, С.-Петербург, пос. Шушары, Московское ш., д. 16a;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Обводного канала наб., д. 118, кор. 7;С.-Петербург, наб. Обводного канала, д. 118, кор. 7;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Обуховской Обороны пр., д. 305;С.-Петербург, пр. Обуховской Обороны, д. 305;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Парашютная ул., д. 60, лит. А;С.-Петербург, Парашютная ул., д. 60, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Петергофское ш., д. 98;С.-Петербург, Петергофское ш., д. 98;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Пискаревский пр., д. 59, лит. А;С.-Петербург, Пискаревский пр., д. 59, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Планерная ул., д. 17, лит. А;С.-Петербург, Планерная ул., д. 17, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Пулковское ш., д. 33;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Руставели ул., д. 61;С.-Петербург, ул. Руставели, д. 61;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Савушкина ул., д. 112;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Симонова ул., д. 13, кор. 2, лит. А;С.-Петербург, ул. Симонова, д. 13, кор. 2, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Строителей пр., стр. 7 (Кудрово);ЛО, пос. Кудрово, пр. Строителей, стр. 7;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Таллинское ш., д. 159;198205, С.-Петербург, Таллинское ш., д. 159;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Тельмана поселок, 2б (Тосненский р-н);ЛО, Тосненский р-н, пос. Тельмана, 2б;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Уральская ул., д. 29, кор. 1;С.-Петербург, Уральская ул., д. 29, кор. 1;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Урхов пер., д. 7, лит. А;С.-Петербург, Урхов пер., д. 7, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Хасанская ул., д. 17, кор. 1;С.-Петербург, ул. Хасанская, д. 17, кор. 1;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Шуваловский пр., д. 45, лит. А;С.-Петербург, Шуваловский пр., д. 45, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Энергетиков пр., д. 16;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Санкт-Петербург;Южная ул., стр. 5 (Бугры);ЛО, пос. Бугры, ул. Южная, стр. 5;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Юрия Гагарина пр., д. 34, кор. 2;С.-Петербург, пр. Юрия Гагарина, д. 34, кор. 2;"Режим работы  24 часа;";;Лента;Гипермаркет
Санкт-Петербург;Юрия Гагарина ул., д. 1В (Волхов);ЛO, г. Волхов, ул. Юрия Гагарина, д. 1В;"Режим работы  с 10.00 до 22.00;";;Лента;Гипермаркет
Санкт-Петербург;25 Октября пр., д. 42д (Гатчина);ЛО, г. Гатчина, пр. 25 Октября, д. 42д;"Режим работы  с 8 до 23 часов;";;Лента;Супермаркет
Санкт-Петербург;Автовская ул., д. 15, лит. A;С.-Петербург, ул. Автовская, д. 15, лит. A;"Режим работы  с 8 до 23 часов;";;Лента;Супермаркет
Санкт-Петербург;Богатырский пр., д. 35А, кор. 1;С.-Петербург, Богатырский пр., д. 35А, кор. 1;"Режим работы  08:00-23:00;";;Лента;Супермаркет
Санкт-Петербург;Героев пр., д. 78 (Сосновый бор);ЛО, г. Сосновый бор, пр. Героев, д. 78;"Режим работы  8.00-23.00;";;Лента;Супермаркет
Санкт-Петербург;Героев пр., д. 14А (Кириши);ЛО, г. Кириши, пр. Героев, д. 14А;"Режим работы  08:00-23:00;";;Лента;Супермаркет
Санкт-Петербург;Гражданский пр., д. 111а;;"Режим работы  с 8:00&nbsp;";;Лента;Супермаркет
Санкт-Петербург;Левашовский пр., д. 21 А;С.-Петербург, Левашовский пр., д. 21 А;"Режим работы  с 8 до 24 часов;";;Лента;Супермаркет
Санкт-Петербург;Малый пр. ВО, д. 54;Санкт-Петербург, Малый пр. ВО, д. 54;"Режим работы  с 08:00 до 23:00;";;Лента;Супермаркет
Санкт-Петербург;Михайловская ул., д. 40/7, стр. 1 (Ломоносов);ЛО, г. Ломоносов, ул. Михайловская, д. 40/7, стр. 1;"Режим работы  08:00-23:00;";;Лента;Супермаркет
Санкт-Петербург;Новгородская ул., д. 23, лит. А;С.-Петербург, Новгородская ул., д. 23, лит. А;"Режим работы  8.00-24.00;";;Лента;Супермаркет
Санкт-Петербург;Привокзальная пл., д. 3 Б (Мурино);ЛО, Всеволожский р-н, пос. Мурино, Привокзальная пл., д. 3 Б;"Режим работы  с 8 до 24 часов;";;Лента;Супермаркет
Санкт-Петербург;Санкт-Петербургский пр., д. 60 (Петергоф);;"Режим работы  08:00-23:00;";;Лента;Супермаркет
Санкт-Петербург;Уральская ул., д. 4;С.-Петербург, Уральская ул., д. 4;"Режим работы  с 8 до 24 часов;";;Лента;Супермаркет
Санкт-Петербург;Урицкого пр., д. 77, корп. 3 (Луга);ЛО, г. Луга, пр. Урицкого, д. 77, корп. 3;"Режим работы  8.00-23.00;";;Лента;Супермаркет
Санкт-Петербург;Шувалова ул., д. 1 (Мурино);ЛО, Всеволожский р-н, пос. Мурино, ул. Шувалова, д. 1;"Режим работы  с 8 до 24 часов;";;Лента;Супермаркет
Санкт-Петербург;Шуваловский пр., д. 40, кор. 2;Шуваловский пр., д. 40, кор. 2;"Режим работы  08:00-23:00;";;Лента;Супермаркет
Санкт-Петербург;Юрия Гагарина пр., д. 71 А;С.-Петербург, пр. Юрия Гагарина, д. 71 А;"Режим работы  с 8 до 24 часов;";;Лента;Супермаркет
Альметьевск;Ленина ул., д. 132;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Армавир;Песчаная ул., д. 40/1;;;;Лента;Гипермаркет
Балаково;Комарова ул., д. 117;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Балашиха;Пригородная ул., стр. 90;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Балашиха;Энтузиастов ш., д. 80;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Балашиха;Гагарина ул., д. 7/4;;;;Лента;Супермаркет
Балашиха;Носовихинское ш., д. 15;;;;Лента;Супермаркет
Балашиха;Свердлова ул., д. 20, стр. 1;;;;Лента;Супермаркет
Барнаул;Власихинская ул., д. 67;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Барнаул;Ленина пр., д. 102в;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Барнаул;Павловский тракт, д. 156;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Белгород;Победы ул., д. 83б;;;;Лента;Гипермаркет
Белгород;Щорса ул., д. 43а;;;;Лента;Гипермаркет
Брянск;Объездная ул., д. 30;;;;Лента;Гипермаркет
Великий Новгород;Великая ул., д. 22а;;;;Лента;Гипермаркет
Великий Новгород;Псковская ул., д. 33;;;;Лента;Гипермаркет
Владимир;Московское ш., д. 2;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Волгоград;Космонавтов ул., д. 30;;;;Лента;Гипермаркет
Волгоград;Пролетарская ул., д. 8;;;;Лента;Гипермаркет
Волгоград;Университетский пр., д. 105;;;;Лента;Гипермаркет
Волгоград;Университетский пр., д. 2;;;;Лента;Гипермаркет
Волжский;Ленина пр., д. 313;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Вологда;Окружное ш., д. 35;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Воронеж;Домостроителей ул., д. 24;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Воронеж;Московский пр., д. 129/1;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Грозный;Ханкальская ул., д. 151;;;;Лента;Гипермаркет
Димитровград;Свирская ул., д. 45;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Екатеринбург;Академика Сахарова ул., д. 107/1;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Екатеринбург;Сибирский тракт (дублёр), д. 19/1;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Елино;Ленинградское ш., cтр. 20/2;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Иваново;Карла Маркса ул., д. 3, кор. А;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Иваново;Лежневская ул., д. 164;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Иваново;Строителей пр., д. 25;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ижевск;ул. Камбарская, д. 110;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Иркутск;Октябрьской Революции ул., д. 1;;;;Лента;Гипермаркет
Иркутск;Сергеева ул., д. 3/5 ;;;;Лента;Гипермаркет
Истра;Московская ул., д. 61;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Казань;Рихарда Зорге ул., д. 11 Б;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Калуга;Грабцевское ш., д. 59;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Калуга;65 Лет Победы ул., д. 27А;;;;Лента;Супермаркет
Калуга;Маркса пр., д. 114 (Обнинск);;;;Лента;Супермаркет
Калуга;Парижской Коммуны ул., д. 51 (Малоярославец);;;;Лента;Супермаркет
Кемерово;Баумана ул., д. 20;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Кемерово;Кузнецкий пр., д. 33;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Кемерово;Ленинградский пр., д. 28 в;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Кострома;Давыдовский микрорайон, д. 11;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Краснодар;Восточный Обход ул., д. 19;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Краснодар;Западный Обход ул., д. 29;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Краснодар;Российская ул., д. 257;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Красноярск;9 Мая ул., д. 62;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Красноярск;Дмитрия Мартынова ул., д. 12;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Красноярск;Свердловская ул., д. 73;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Красноярск;Ястынская ул., д. 19 Д;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Курск;Энгельса ул., д. 115 Д;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Липецк;Катукова ул., д. 51;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Липецк;М.И. Неделина ул., д. 4;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Луховицы;Пушкина ул., д. 125;;;;Лента;Гипермаркет
Магнитогорск;Вокзальная ул., д. 23;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Магнитогорск;Ленина пр., д. 119;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Медведево (Йошкар-Ола);Логинова ул., д. 10;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Москва;7-я Кожуховская ул., д. 9;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Москва;Большая Тарасовская ул., влд. 2 (Тарасовка);;;;Лента;Гипермаркет
Москва;Борисовские Пруды ул., д. 26, кор. 2;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Москва;Западная ул., д. 100 (Новоивановское);;;;Лента;Гипермаркет
Москва;Киевское ш., 23-й км, д. 8, стр. 1;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Москва;Чечёрский пр-д, д. 51;С.-Петербург, г. Петергоф, Гостилицкое ш., д. 58, лит. А;"Режим работы  24 часа;";;Лента;Гипермаркет
Москва;1-я Ильича ул., д. 6 (Ногинск);;;;Лента;Супермаркет
Москва;1-ая Останкинская ул., д. 55;;;;Лента;Супермаркет
Москва;1-я Пролетарская ул., стр. 12 Б (Мытищи);;;;Лента;Супермаркет
Москва;2-я Глуховская ул., 8 стр. 1, 2 (Ногинск);;;;Лента;Супермаркет
Москва;3-я Крестьянская ул., д. 23 (Мытищи);;;;Лента;Супермаркет
Москва;60 Лет СССР ул., д. 10 (Фрязино);;;;Лента;Супермаркет
Москва;Августовская ул., д. 14 (Апрелевка);;;;Лента;Супермаркет
Москва;Будённого пр., д. 18 Б;;;;Лента;Супермаркет
Москва;Говорова ул., д. 24Б (Одинцово);;;;Лента;Супермаркет
Москва;Гоголя ул., 2 (Зеленоград);;;;Лента;Супермаркет
Москва;Гурьянова ул., д. 2а;;;;Лента;Супермаркет
Москва;Декабристов ул., д. 2, стр. 1 (Ногинск);;;;Лента;Супермаркет
Москва;Есенинский б-р, д. 1/26, кор. 1;;;;Лента;Супермаркет
Москва;Зеленодольская, д. 44A;;;;Лента;Супермаркет
Москва;Ивана Франко ул., д. 38, кор. 1;;;;Лента;Супермаркет
Москва;Ильинское ш., д. 14, кор. 1 (Красногорск);;;;Лента;Супермаркет
Москва;Карла Маркса ул., д. 6 (Клин);;;;Лента;Супермаркет
Москва;Красных Зорь ул., д. 19;;;;Лента;Супермаркет
Москва;Курыжова ул., д. 11 (Домодедово);;;;Лента;Супермаркет
Москва;Ленина ул., д. 44A (Орехово-Зуево);;;;Лента;Супермаркет
Москва;Московская ул., д. 58, к. 2 (Долгопрудный);;;;Лента;Супермаркет
Москва;Люблинская ул., д. 61;;;;Лента;Супермаркет
Москва;Новосходненского ш. 6-й км (Химки);;;;Лента;Супермаркет
Москва;Пионерская ул., д. 19, кор. 3 (Королёв);;;;Лента;Супермаркет
Москва;Привольная ул., д. 65/32;;;;Лента;Супермаркет
Москва;Привольная ул., д. 8;;;;Лента;Супермаркет
Москва;Пришвина ул., д. 3Г;;;;Лента;Супермаркет
Москва;Советская ул., д. 4, стр. 4 (Егорьевск);;;;Лента;Супермаркет
Москва;Твардовского ул., д. 2, кор. 4, стр. 1;;;;Лента;Супермаркет
Москва;Трёхгорная ул., д. 4 (Трёхгорка);;;;Лента;Супермаркет
Москва;Тушинская ул., д. 17;;;;Лента;Супермаркет
Москва;Юбилейный пр., д. 2A (Реутов);;;;Лента;Супермаркет
Мурманск;Шевченко ул., д. 34 ;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Набережные Челны;Автозаводский пр., д. 62;;;;Лента;Гипермаркет
Нижнекамск;Лесная ул., д. 14;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Нижний Новгород;Ореховская ул., д. 15, кор. 1;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Нижний Новгород;Московское ш., д. 30;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Нижний Новгород;Родионова ул., д. 200;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Нижний Тагил;Свердловское ш., д. 31;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Нижний Тагил;Уральский пр., д. 75;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новокузнецк;Зорге ул., д. 7а;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новокузнецк;Куйбышева ул., д. 17, стр. 4;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новокузнецк;Светлая ул., д. 7;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новокузнецк;Транспортная ул., д. 136;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новокузнецк;Хлебозаводская ул., д. 19;198205, С.-Петербург, Таллинское ш., д. 159;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новороссийск;Григорьева ул., д. 1;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новороссийск;Ленина ул., д. 7;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Бердское ш., д. 2;С.-Петербург, Дальневосточный пр., д. 16, кор. 1;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Большевистская ул., д. 52/1;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Гусинобродское ш., д. 64;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Кирзаводская ул., д. 1A;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Мясниковой ул., д. 29;198205, С.-Петербург, Таллинское ш., д. 159;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Петухова ул., д. 73;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Энергетиков пр-д, д. 9;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новосибирск;Геодезическая ул., д. 4/1;;;;Лента;Супермаркет
Новосибирск;Карла Маркса пл., д. 2;;;;Лента;Супермаркет
Новосибирск;Южный микрорайон ул., д. 56 (Искитим);;;;Лента;Супермаркет
Новочеркасск;Гагарина ул., д. 2Б;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Новошахтинск;Харьковская ул., д. 201;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;10 лет Октября ул., д. 190, к. 2;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;21-я Амурская ул., д. 21;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;70 лет Октября ул., д. 25;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;Красноярский тракт, д. 22а;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;Лукашевича ул., д. 33;198205, С.-Петербург, Таллинское ш., д. 159;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Омск;Сибирский пр., д. 7;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Оренбург;Загородное ш., д. 38;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Оренбург;Шарлыкское ш., д. 1;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Орск;Ленина пр., д. 168;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Орёл;Московское ш., д. 56;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Пенза;Антонова ул., д. 18 B;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Пенза;Строителей пр., д. 2Б;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Пермь;Парковый пр., д. 66;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Петрозаводск;Комсомольский пр., д. 27;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Петрозаводск;Ленинградская ул., д. 13;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Прокопьевск;Строителей пр., д. 18;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Псков;Рижский пр., д. 96 б;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ростов-на-Дону;14 линия ул., д. 84;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ростов-на-Дону;Аксайский пр., д. 2;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ростов-на-Дону;Доватора ул., д. 267;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Рязань;12-й Район ул., д. 131;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Рязань;Тимуровцев ул., д. 3a;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Самара;Аэродромная ул., д. 47;;;;Лента;Гипермаркет
Самара;Красноармейская ул., д. 131;;;;Лента;Гипермаркет
Саранск;Волгоградская ул., д. 71;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Саратов;Блинова ул., д. 50;;;;Лента;Гипермаркет
Саратов;Молодёжная ул., д. 2а;;;;Лента;Гипермаркет
Сергиев Посад;Новоугличское ш., д. 85;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Серпухов;Борисово, д. 111А;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Смоленск;25 Сентября ул., д. 35а;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ставрополь;Батайская ул., д. 2 А;;;;Лента;Гипермаркет
Ставрополь;Доваторцев ул., д. 75A;;;;Лента;Гипермаркет
Сургут;30 лет Победы  ул., д. 74;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Сургут;Югорский тракт, д. 2;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Сыктывкар;Октябрьский пр., д. 141;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Сыктывкар;Сысольское ш., д. 27;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Таганрог;2-ая Советская ул., д. 74 A-Б;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Таганрог;Большая Бульварная ул., д. 15;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тверь;Московское ш., д. 16, кор. 3;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
