 Владимирская обл, Владимир г; Коммунар мкр, Центральная ул, дом № 19ж;;09:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Красноармейская ул, дом № 44;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г;" Лакина ул, дом № 167 ""б""";;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Ленина пр-кт, дом № 27;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Ленина пр-кт, дом № 47А;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Мира ул, дом № 17;;09:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Оргтруд мкр, Октябрьская ул, дом № 14;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Перекопский городок, дом № 22а;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Пичугина ул, дом № 13А;;09:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Растопчина ул, дом № 35;;09:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Растопчина ул, дом № 55, корпус а;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Северная ул, дом № 12;;09:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Северная ул, дом № 28;;08:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Соколова-Соколенка ул, дом № 19г;;09:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Ставровская ул, дом № 7;;08:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Строителей пр-кт, дом № 10;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Строителей пр-кт, дом № 20;;08:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Строителей пр-кт, дом № 36;;09:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Суздальский пр-кт, дом № 20;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Тихонравова ул, дом № 10, корпус б;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Усти-на-Лабе ул, дом № 1;;08:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Чайковского ул, дом № 14;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Энергетик мкр, Энергетиков ул, дом № 4а;;09:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Владимир г; Юрьевец мкр, Михалькова ул, дом № 3;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Горького ул, дом № 100;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Дечинский мкр, дом № 18;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Ефимьево ул, дом № 14;;09:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Ефимьево ул, дом № 5;;09:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Заготзерно ул, дом № 7;;08:30-20:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Ленина ул, дом № 19;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Металлистов ул, дом № 26;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Пушкинская ул, дом № 2а;;08:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Вязники г; Советская ул, дом № 3/12;;09:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Гороховецкий р-н, Гороховец г; Братьев Бесединых ул, дом № 5;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Гороховецкий р-н, Гороховец г; Горького ул, дом № 27, корпус А;;08:00-22:00;;Магнит;Гипермаркет
Владимирская обл, Гороховецкий р-н, Гороховец г; Ленина ул, дом № 13;;08:00-20:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; 2-я Народная ул, дом № 1;;07:30-20:30;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г, Гусевский п; Советская ул, дом № 20;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Каховского ул, дом № 2;;08:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Микрорайон тер, дом № 47;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Октябрьская ул, дом № 57;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Осьмова ул, дом № 1;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Полевая ул, дом № 1;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Революции ул, дом № 2;;08:00-20:30;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Садовая ул, дом № 57;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Теплицкий пр-кт, дом № 44;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Транспортная ул, дом № 17;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный г; Транспортная ул, дом № 2,г;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Судогодский р-н, Вяткино д; Прянишникова ул, дом № 3А;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Камешковский р-н, Камешково г; Свердлова ул, дом № 13;;08:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Камешковский р-н, Камешково г; Школьная ул, дом № 11;;08:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Александровский р-н, Карабаново г; Победы ул, дом № 6;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Киржачский р-н, Киржач г; Гагарина ул, дом № 6б;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Киржачский р-н, Киржач г; Десантников ул, дом № 9;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Киржачский р-н, Киржач г; Красный Октябрь мкр, Пушкина ул, дом № 26;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Киржачский р-н, Киржач г; Привокзальная ул, дом № 11а;;07:30-23:00;;Магнит;Гипермаркет
 Владимирская обл, Киржачский р-н, Киржач г; Серегина ул, дом № 14;;07:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Абельмана ул, дом № 124;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Абельмана ул, дом № 19;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Зои Космодемьянской ул, дом № 1/1;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Зои Космодемьянской ул, дом № 30;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Киркижа ул, дом № 17;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Колхозная ул, дом № 32;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Космонавтов ул, дом № 4/6;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Ленина пр-кт, дом № 56;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Маяковского ул, дом № 26;;09:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Социалистическая ул, дом № 23;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Строителей ул, дом № 14;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Ковров г; Шмидта ул, дом № 14 стр. 1;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г, Белая Речка п; Школьная ул, дом № 7;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Веденеева ул, дом № 20;;09:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Гагарина ул, дом № 31;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Гагарина ул, дом № 6;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Добровольского ул, дом № 19;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Зернова ул, дом № 11;;07:30-20:00;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Ленина ул, дом № 30;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Кольчугинский р-н, Кольчугино г; Ломако ул, дом № 28;;09:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Костерево г; 40 лет Октября ул, дом № 6, корпус а;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Гусь-Хрустальный р-н, Курлово г; Центральная ул, дом № 4А;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Лакинск г; 21 Партсъезда ул, дом № 23-а;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Лакинск г; Мира ул, дом № 3;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Меленковский р-н, Меленки г; Коммунистическая ул, дом № 56А;;07:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Меленковский р-н, Меленки г; Комсомольская ул, дом № 101;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Меленковский р-н, Меленки г; Конышева ул, дом № 1;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Амосова ул, дом № 48;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Владимирская ул, дом № 37;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муромский р-н, Муром г; Владимирское ш, дом № 12;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Войкова ул, дом № 1Б;;09:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Карла Маркса ул, дом № 60;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Ленина ул, дом № 110А;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Ленина ул, дом № 55а;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Ленинградская ул, дом № 24;;08:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Льва Толстого ул, дом № 79;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Мечтателей ул, дом № 6;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муромский р-н, Муром г; Московская ул, дом № 122Б;;09:00-21:00;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Орловская ул, дом № 1;;09:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Муром г; Трудовая ул, дом № 8;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Муромский р-н, Муром г; Чкалова ул, дом № 2В;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Муромский р-н, Муром г; Щербакова ул, дом № 37А;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Суздальский р-н, Боголюбово п; Ленина ул, дом № 44, корпус А;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Вольгинский п; Старовская ул;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Вольгинский п; Старовская ул, дом № 13;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Городищи п; Советская ул, дом № 18;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Селивановский р-н, Красная Горбатка п; Пролетарская ул, дом № 11;;08:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Вязниковский р-н, Никологоры п; Советская ул, дом № 6;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Ставрово п; Советская ул, дом № 12;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Александровский р-н, Балакирево пгт; 60 лет Октября ул;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Ковровский р-н, Мелехово пгт; Школьный пер, дом № 18;;08:30-22:30;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Петушки г; Вокзальная ул, дом № 42;;07:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Петушки г; Маяковского ул, дом № 23;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Петушки г; Нижегородская ул, дом № 6;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Покров г; Герасимова ул, дом № 26;;08:00-23:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Покров г; К.Либкнехта ул, дом № 4;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Покров г; Советская ул, дом № 18, кв.5;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Петушинский р-н, Покров г; Советская ул, дом № 23;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Радужный г; 1-й кв-л, дом № 22;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Радужный г; 1-й кв-л, дом № 38;;09:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Радужный г; 3-й кв-л, дом № 24;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Радужный г; 3-й кв-л, дом № 35, б;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Собинка г; Гагарина ул, дом № 2а;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Собинка г; Лакина ул, дом № 11;;09:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Собинский р-н, Собинка г; Некрасова ул, дом № 4 б;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Александровский р-н, Струнино г; Вокзальный пер;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Александровский р-н, Струнино г;" Лермонтова ул, дом № 5 ""а""";;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Судогодский р-н, Судогда г; Коммунистическая ул, дом № 6;;08:00-22:00;;Магнит;Гипермаркет
 Владимирская обл, Судогодский р-н, Судогда г; Первомайский 1-й пер, дом № 4;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Судогодский р-н, Судогда г; Химиков ул, дом № 1;;08:30-21:30;;Магнит;Гипермаркет
 Владимирская обл, Суздальский р-н, Суздаль г; Пожарского ул, дом № 16;;08:30-22:00;;Магнит;Гипермаркет
 Владимирская обл, Суздальский р-н, Суздаль г; Советская ул, дом № 24а;;08:00-22:30;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; 1 Мая ул, дом № 59;;08:30-21:00;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; 1 Мая ул, дом № 89;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; Богомолова пер, дом № 8;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; Вокзальная ул, дом № 6;;09:00-21:30;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; Каланчевский пер, дом № 9;;08:30-20:00;;Магнит;Гипермаркет
 Владимирская обл, Юрьев-Польский р-н, Юрьев-Польский г; Шибанкова ул, дом № 51;;08:30-21:00;;Магнит;Гипермаркет
 Московская обл, Наро-Фоминский р-н, Апрелевка г; Августовская ул, дом № 6;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Наро-Фоминский р-н, Апрелевка г; Комсомольская ул, дом № 5;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Наро-Фоминский р-н, Апрелевка г; Парковая ул, дом № 2, корпус 1;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Наро-Фоминский р-н, Апрелевка г; Февральская ул, дом № 52;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; 1 Мая мкр, дом № 27;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Горенский б-р, дом № 1А, нежилые помещения №№1,2,3,4,5,6,7,8,9,10,11,12, расположенные на п;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Железнодорожная ул, дом № 22, корпус 1;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Железнодорожный мкр, Пионерская ул, дом № 14В, нежилое помещение №1, ком. 14-25,29-50,58 д.;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Железнодорожный мкр, Пролетарская ул, дом № 4, нежилые помещения №1-3,3а,4-6,6а,6б,7-24,24а;;-;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Заречная ул, дом № 23, пом.I;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Заречная ул, дом № 31, пом. 516;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Заря мкр, Маршала Батицкого ул, дом № 12;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Зеленая ул, дом № 15;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Калинина ул, дом № 1 А;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Керамик мкр, Железнодорожный проезд, дом № строение 25, помещения №№ 1,2,3,4,5,6,7,8,9,11;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Керамик мкр, Заводская ул, дом № 31,пом.1;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Керамик мкр, Свободы ул, дом № 8, корпус 1, помещения №1-7,9;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашихинский р-н, Балашиха г; Комсомольская ул, дом № 18, пом.1а, комн.1-9, пом.83,82,комн.23-26;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Кудаковского ул, дом № 11, пом. 9-11,16-29,40,49-58, пом. 2, ком. 1-14;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Кучино мкр, Центральная ул, дом № 39а;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Московский б-р, дом № 6, комн. 1, часть комн. 2;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г, Павлино д; дом № 67;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Саввино мкр, 1 Мая ул, дом № 2;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Саввино мкр, Саввинская ул, дом № 2а;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Салтыковка мкр, Аптекарская ул, дом № 1;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Салтыковка мкр, Носовихинское ш, дом № 232А, помещение №1,3-16,24,25;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Советская ул, дом № 10а;;09:00-23:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Твардовского ул, дом № 40, пом. 4, пом. 5;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Фадеева ул, дом № 19а;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Флерова ул, дом № 3, пом, пом. 007;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Фучика ул, дом № 7, пом.;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г, Черное д; Агрогородок ул, дом № 5, нежилое помещение №III,находящееся по первом этаже Торго;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Балашиха г; Энтузиастов ш, дом № 29, нежилое помещение №129,130;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Ленинский р-н, Видное г; Ленинского Комсомола пр-кт, дом № 10а;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Ленинский р-н, Видное г; Ленинского Комсомола пр-кт, дом № 35,пом. 3, лит. А3, помещение 3, этаж 1, ком;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Ленинский р-н, Видное г; Советская ул, дом № строен. 44-Б;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Ленинский р-н, Видное г; Строительная ул, дом № 1, этаж 1, этаж 2;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Волоколамский р-н, Волоколамск г; 50 лет Октября ул, дом № 14;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Волоколамский р-н, Волоколамск г; Пороховская ул, дом № 8;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Волоколамский р-н, Волоколамск г; Соборная ул, дом № 1;;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Волоколамский р-н, Волоколамск г; Фабричная ул, дом № 6;;09:30-21:30;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г;" Зелинского ул, дом № 6 ""б""";;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Калинина ул, дом № 50;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Комсомольская ул, дом № 10. пом.1-13;;09:00-21:00;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Ломоносова ул, дом № 119,корп. 4, лит. Б, этаж 1, помещение №1, комна;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Менделеева ул, дом № 3;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Московская ул, дом № 1;;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г; Советская ул, дом № 2п;;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Воскресенский р-н, Воскресенск г;" Центральная ул, дом № 14 ""а""";;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Клинский р-н, Высоковск г; Ленина ул, дом № 29;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Раменский р-н, Вохринка д; дом № этаж 1, помещение №1-13;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Солнечногорский р-н, Голубое д; Московская обл, Солнечногорский р-н, Голубое д;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Губино (Белавинское с/п) д; Пролетарская ул, дом № 15, нежилое здание-магазин , л;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Давыдово (Давыдовское с/п) д; 2-й мкр, дом № 14;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Давыдово (Давыдовское с/п) д; Заводская ул, дом № 2;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Демихово (Демиховское с/п) д; Заводская ул, дом № 4а,пом.1;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Коломенский р-н, Зарудня д; дом № 119, пом. 1;;09:00-21:00;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Малая Дубна (Малодубенское с/п) д; дом № 17а,этаж 1, помещения №3,4,5;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Люберецкий р-н, Марусино д; Заречная ул, дом № 28,этаж 1, помещение №1, № на плане 1-2,4-23,25,33,34;;09:00-23:00;;Магнит;Гипермаркет
 Московская обл, Люберецкий р-н, Марусино д; Заречная ул, дом № 29,лит.Б, этаж2, помещение№2:комнаты №№3-13,65-74,76-81,;;09:00-22:30;;Магнит;Гипермаркет
 Московская обл, Чеховский р-н, Мещерское д; дом № строение 4а;;09:00-21:30;;Магнит;Гипермаркет
 Московская обл, Рузский р-н, Нестерово д; Московская обл, Рузский р-н, Нестерово д;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Орехово-Зуевский р-н, Новое (Новинское с/п) д; Комсомольская ул, дом № ТЦ вблизи кафе «Гуслица»;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Щелковский р-н, Огуднево д; дом № 25;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Дмитровский р-н, Ольявидово д; Центральная ул, дом № 16А;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Красногорский р-н, Путилково д; Новотушинская ул, дом № 4, этаж 1, пом. 3,4,5,6,7;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Солнечногорский р-н, Тимоново д; дом № 33;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Солнечногорский р-н, Чашниково д; дом № Магазин №9;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Ногинский р-н, Щемилово д; им Орлова ул, дом № 2;;09:00-22:00;;Магнит;Гипермаркет
 Московская обл, Солнечногорский р-н, Юрлово д; дом № 51, пом. 1;;09:30-22:00;;Магнит;Гипермаркет
 Московская обл, Истринский р-н, Дедовск г; Красный Октябрь ул, дом № 6;;09:30-22:30;;Магнит;Гипермаркет
 Московская обл, Истринский р-н, Дедовск г; Победы ул, дом № 1;;09:30-22:00;;Магнит;Гипермаркет
 Московская обл, Дзержинский г; Дзержинская ул, дом № 11;;09:00-22:00;;Магнит;Гипермаркет
